ULTIMA ATUALIZACAO;05/12/2020 02:00
NUMERO_CONTRATO;UNIDADE_GESTORA;CONTRATADA;CNPJ;OBJETO;DATA_ASSINATURA;DATA_PUBLICACAO;INICIO_VIGENCIA;FIM_VIGENCIA;MODALIDADE;NUMERO_LICITACAO;PROCESSO
"PI-PI/20200001";"Senado Federal";"ASSEMBLEIA LEGISLATIVA DO ESTADO DE SANTA CATARINA - ALESC.";"83.599.191/0001-87";"Estabelecer parceria entre o SENADO FEDERAL e a Assembleia Legislativa do Estado de Santa Catarina - ALESC - visando a adoção de ações conjuntas mediante a cessão de subcanalização ou faixa de programação, por intermédio de canal de TV Digital, em sinal aberto, consignado ao Senado Federal pelo Ministério da Ciência, Tecnologia, Inovações e Comunicações - MCTIC - no Estado de Santa Catarina e ao abrigo dos equipamentos eletrônicos da Rádio Senado FM, na cidade de Florianópolis - SC, sem a transferência de recursos financeiros entre os partícipes.";"31/01/2020";"18/02/2020";"18/02/2020";"17/02/2025";"Não se Aplica";"";"200.020302/2019-66"
"PI-PI/20200002";"Senado Federal";"ASSEMBLEIA LEGISLATIVA DO ESTADO DO CEARÁ - ALECE.";"06.750.525/0001-20";"Estabelecer parceria entre o SENADO FEDERAL e a Assembleia Legislativa do Estado do Ceará - ALECE - visando a adoção de ações conjuntas mediante a cessão de subcanalização ou faixa de programação, por intermédio de canal de TV Digital, em sinal aberto, no município de Juazeiro do Norte - CE, consignado ao Senado Federal pelo Ministério da Ciência, Tecnologia, Inovações e Comunicações - MCTIC - no Estado do Ceará e ao abrigo dos equipamentos eletrônicos da Rádio Senado FM, na cidade de Fortaleza - CE, sem a transferência de recursos financeiros entre os partícipes.";"04/03/2020";"06/03/2020";"06/03/2020";"05/03/2025";"Não se Aplica";"";"200.019051/2019-77"
"CN-AC/20200032";"Senado Federal";"ASSOCIAÇÃO DAS CÂMARAS MUNICIPAIS DO OESTE DE SANTA CATARINA - ACAMOSC.";"75.437.715/0001-05";"Estabelecer e regular a participação da Associação das Câmaras Municipais do Oeste de Santa Catarina - ACAMOSC - na implementação das ações de modernização, através do Programa de Integração e Modernização do Poder Legislativo - Programa INTERLEGIS - do Instituto Legislativo Brasileiro do SENADO FEDERAL - ILB/SF - visando o estímulo, interesses comuns e a promoção das funções constitucionais do Poder Legislativo entre os partícipes, durante o período de 60 (sessenta) meses consecutivos.";"02/10/2020";"05/10/2020";"05/10/2020";"04/10/2025";"Não se Aplica";"";"200.007839/2020-74"
"CT-CT/20200141";"Senado Federal";"ASSOCIAÇÃO DE PAIS E AMIGOS DOS EXCEPCIONAIS DO DISTRITO FEDERAL - APAE/DF";"00.643.692/0001-96";"Prestação de serviços de execução indireta de higienização e pequenos reparos de livros que compõem a coleção do acervo geral da BIBLIOTECA ACADÊMICO LUIZ VIANA FILHO DO SENADO FEDERAL.";"04/12/2020";"07/12/2020";"04/12/2020";"03/12/2021";"Dispensa";"0000242020";"200.006260/2020-94"
"TE-TCR/20200046";"Senado Federal";"ASSOCIAÇÃO DO CORPO CLÍNICO DE BRASÍLIA - ACB.";"26.473.934/0001-34";"Credenciamento da empresa Associação do Corpo Clínico de Brasília - ACB especializada na prestação de serviços técnicos de saúde, para o atendimento médico-hospitalar nas especialidades da credenciada e descritas em seu contrato social, aos servidores, parlamentares, ex-parlamentares e seus dependentes do SENADO FEDERAL, incluindo os beneficiários inscritos no Sistema Integrado de Saúde do Senado Federal - SIS.";"26/05/2020";"28/05/2020";"26/05/2020";"16/12/2024";"Não se Aplica";"";"200.005708/2020-52"
"TE-TCR/20200083";"Senado Federal";"ASSOCIAÇÃO DOS MÉDICOS DE HOSPITAIS PRIVADOS DO DISTRITO FEDERAL - AMHP-DF.";"00.735.860/0001-73";"Credenciamento da empresa Associação dos Médicos de Hospitais Privados do Distrito Federal - AMHP-DF especializada na prestação de serviços técnicos de saúde, para o atendimento médico-hospitalar nas especialidades da credenciada e descritas em seu contrato social, aos servidores, parlamentares, ex-parlamentares e seus dependentes do SENADO FEDERAL, incluindo os beneficiários inscritos no Sistema Integrado de Saúde do Senado Federal - SIS.";"28/07/2020";"30/07/2020";"28/07/2020";"16/12/2024";"Não se Aplica";"";"200.007557/2020-77"
"CN-CN/20200017";"Senado Federal";"ASSOCIAÇÃO EDUCACIONAL DOS TRABALHADORES DE BRASÍLIA - FACULDADE PROCESSUS.";"00.116.962/0001-00";"Proporcionar aos estudantes regularmente matriculados e com frequência efetiva nos respectivos cursos de graduação da Associação Educacional dos Trabalhadores de Brasília - Faculdade Processus - a oportunidade de realização de estágio remunerado no SENADO FEDERAL.";"13/08/2020";"14/08/2020";"13/08/2020";"12/08/2025";"Não se Aplica";"";"200.002442/2020-96"
"TE-TCR/20200007";"Senado Federal";"ASSOCIAÇÃO MÉDICA DE ASSISTÊNCIA INTEGRADA - AMAI.";"02.561.546/0001-47";"Credenciamento da empresa Associação Médica de Assistência Integrada - AMAI - especializada na prestação de serviços técnicos de saúde, para o atendimento médico-hospitalar nas especialidades da credenciada e descritas em seu contrato social, aos servidores, parlamentares, ex-parlamentares e seus dependentes do SENADO FEDERAL, incluindo os beneficiários inscritos no Sistema Integrado de Saúde do Senado Federal - SIS.";"06/04/2020";"07/04/2020";"06/04/2020";"16/12/2024";"Não se Aplica";"";"200.003454/2020-38"
"TE-TCR/20200134";"Senado Federal";"ATHOS FISIO CLÍNICA DE REABILITAÇÃO E READAPTAÇÃO LTDA.";"24.125.438/0001-64";"Credenciamento da empresa Athos Fisio Clínica de Reabilitação e Readaptação Ltda especializada na prestação de serviços técnicos de saúde, para o atendimento médico-hospitalar nas especialidades da credenciada e descritas em seu contrato social, aos servidores, parlamentares, ex-parlamentares e seus dependentes do SENADO FEDERAL, incluindo os beneficiários inscritos no Sistema Integrado de Saúde do Senado Federal - SIS.";"02/10/2020";"05/10/2020";"02/10/2020";"16/12/2024";"Não se Aplica";"";"200.009589/2020-15"
"CT-CT/20200082";"Senado Federal";"AUDICARE CONSULTORIA AUDITORIA E GESTÃO EM SAÚDE LTDA.";"05.285.983/0001-73";"Contratação de empresa especializada para a prestação de serviços de suporte à operação do Plano de Saúde do SENADO FEDERAL - SIS/SF - incluindo apoio administrativo, durante o período de 36 (trinta e seis) meses consecutivos.";"21/07/2020";"23/07/2020";"21/07/2020";"20/07/2023";"Pregão Eletrônico";"0000532020";"200.001743/2020-01"
"CT-CT/20200114";"Senado Federal";"AXON ENTERPRISE, INC";"";"Contratação de empresa especializada para o fornecimento de Dispositivos Eletrônicos de Controle - DEC - tipo TASER T7, incluindo respectivos acessórios e insumos e para o tipo TASER X26 os insumos necessários, para utilização pela Secretaria da Polícia Legislativa do SENADO FEDERAL - SPOL/SF.";"19/10/2020";"25/09/2020";"19/10/2020";"18/10/2021";"Inexigibilidade";"0000242020";"200.016346/2019-91"
"TE-TCR/20200149";"Senado Federal";"BABY PED PRONTO ATENDIMENTO INFANTIL LTDA.";"11.092.950/0001-00";"Credenciamento da empresa Baby Ped Pronto Atendimento Infantil Ltda especializada na prestação de serviços técnicos de saúde, para o atendimento médico-hospitalar nas especialidades da credenciada e descritas em seu contrato social, aos servidores, parlamentares, ex-parlamentares e seus dependentes do SENADO FEDERAL, incluindo os beneficiários inscritos no Sistema Integrado de Saúde do Senado Federal - SIS.";"03/11/2020";"09/11/2020";"03/11/2020";"16/12/2024";"Não se Aplica";"";"200.010615/2020-40"
"CT-CT/20200085";"Senado Federal";"BAKMAR ELETRÔNICA LTDA - ME.";"46.103.594/0001-67";"Contratação de empresa especializada para o fornecimento de equipamentos eletrônicos para a infraestrutura broadcast da TV SENADO, incluindo soluções de transporte, processamento, distribuição de sinais de áudio e vídeo. Grupos 6, 8 e 9 e Itens 34, 35 e 37.";"19/08/2020";"20/08/2020";"19/08/2020";"18/08/2021";"Pregão Eletrônico";"0000712020";"200.004965/2019-33"
"CT-CT/20200116";"Senado Federal";"BAKMAR ELETRÔNICA LTDA - ME.";"46.103.594/0001-67";"Contratação de empresa especializada para o fornecimento de equipamentos eletrônicos e a prestação de serviços remoto, sob demanda, visando a interpretação e transmissão de sinais de vídeo da Língua Brasileira de Sinais - LIBRAS - para a TV SENADO, durante o período de 12 (doze) meses consecutivos. Grupo 1.";"30/10/2020";"04/11/2020";"30/10/2020";"29/10/2021";"Pregão Eletrônico";"0000862020";"200.006242/2020-11"
"CN-CNC/20200026";"Senado Federal";"BANCO DE BRASÍLIA S.A - BRB.";"00.000.208/0001-00";"Possibilitar ao CONVENIADO, respeitada a sua programação orçamentária e as suas normas operacionais, conceder empréstimo mediante disponibilização de limite a ser consignado em folha de pagamento aos servidores do SENADO FEDERAL.";"10/07/2020";"13/07/2020";"10/07/2020";"09/07/2022";"Não se Aplica";"";"200.002721/2020-50"
"CN-CNC/20200026";"Senado Federal";"BANCO DE BRASÍLIA S.A - BRB.";"00.000.208/0001-00";"Possibilitar ao CONVENIADO, respeitada a sua programação orçamentária e as suas normas operacionais, conceder empréstimo mediante disponibilização de limite a ser consignado em folha de pagamento aos servidores do SENADO FEDERAL.";"10/07/2020";"13/07/2020";"10/07/2020";"09/07/2022";"Não se Aplica";"";"200.002721/2020-50"
"CT-CT/20200140";"Senado Federal";"BANCO DO BRASIL S.A.";"00.000.000/0001-91";"Prestação pela CONTRATADA ao SENADO, em caráter de exclusividade, somente compartilhada pela CAIXA ECONÔMICA FEDERAL (CEF), de serviços de pagamento de remuneração e similares aos senadores e servidores, ativos e aposentados, pensionistas e estagiários, mediante concessão onerosa e exclusiva desse direito, pelo período de 12 (doze) meses consecutivos";"01/12/2020";"02/12/2020";"01/12/2020";"30/11/2021";"Dispensa";"";"200.009428/2019-80"
"TE-TCR/20200131";"Senado Federal";"BELA VISTA DIAGNÓSTICO POR IMAGEM LTDA.";"05.354.596/0001-41";"Credenciamento da empresa Bela Vista Diagnóstico por Imagem Ltda especializada na prestação de serviços técnicos de saúde, para o atendimento médico-hospitalar nas especialidades da credenciada e descritas em seu contrato social, aos servidores, parlamentares, ex-parlamentares e seus dependentes do SENADO FEDERAL, incluindo os beneficiários inscritos no Sistema Integrado de Saúde do Senado Federal - SIS.";"24/09/2020";"25/09/2020";"24/09/2020";"16/12/2024";"Não se Aplica";"";"200.009429/2020-68"
"CT-CT/20200063";"Senado Federal";"BENNER TECNOLOGIA E SISTEMAS DE SAÚDE LTDA.";"03.854.323/0001-30";"Contratação de empresa especializada para a prestação de serviços de suporte técnico, incluindo garantia de atualização de versão, manutenção evolutiva, assistência técnica especializada, instalação de software e apoio operacional, para a Solução de Gestão Informatizada do Programa de Assistência à Saúde do SENADO FEDERAL - SAÚDE-SF - durante o período de 30 (trinta) meses consecutivos.";"08/06/2020";"";"08/06/2020";"07/12/2022";"Inexigibilidade";"0000112020";"200.017135/2019-76"
"CT-CT/20200095";"Senado Federal";"BERLIN FINANCE MEIOS DE PAGAMENTOS LTDA";"16.814.330/0001-50";"Contratação de empresa especializada em solução de intermediação de pagamento por meio eletrônico, que realize captura, roteamento, transmissão e processamento de transações financeiras nos recebimentos por cartão de crédito e débito, com aceitação mínima das bandeiras ELO, VISA, VISA ELECTRON, MASTERCARD e MASTERCARD MAESTRO nas livrarias presenciais do SENADO FEDERAL, nos eventos itinerantes realizados no Brasil através das feiras do livro e na livraria virtual, com fornecimento de terminais móveis de captura de transações, durante o período de 12 (doze) meses consecutivos.";"01/09/2020";"02/09/2020";"01/09/2020";"31/08/2021";"Pregão Eletrônico";"0000772020";"200.003618/2020-27"
"CT-CT/20200111";"Senado Federal";"BHC COMÉRCIO DE GASES E TRANSPORTE LTDA - ME";"13.143.803/0001-47";"Contratação de empresa especializada para o fornecimento parcelado de gases medicinais comprimidos, armazenados em cilindros, incluindo a retirada dos cilindros vazios cedidos e próprios com a entrega dos cilindros abastecidos, à medida que houver necessidade, para o Serviço Médico de Emergência do SENADO FEDERAL - SEMEDE/SF - durante o período de 12 (doze) meses consecutivos.";"01/10/2020";"05/10/2020";"01/10/2020";"30/09/2021";"Dispensa";"";"200.010999/2019-67"
"TE-TCR/20200019";"Senado Federal";"BIOCÁRDIOS INSTITUTO DE CARDIOLOGIA LTDA.";"05.544.035/0001-05";"Credenciamento da empresa Biocárdios Instituto de Cardiologia Ltda especializada na prestação de serviços técnicos de saúde, para o atendimento médico-hospitalar nas especialidades da credenciada e descritas em seu contrato social, aos servidores, parlamentares, ex-parlamentares e seus dependentes do SENADO FEDERAL, incluindo os beneficiários inscritos no Sistema Integrado de Saúde do Senado Federal - SIS.";"02/04/2020";"06/04/2020";"02/04/2020";"16/12/2024";"Não se Aplica";"";"200.002935/2020-26"
"CT-CT/20200050";"Senado Federal";"BIOPLASMA PRODUTOS PARA LABORATÓRIO E CORRELATOS LTDA - EPP.";"04.086.552/0001-15";"Contratação de empresa especializada para o fornecimento parcelado de testes imunológicos para quantificação rápida de marcadores cardíacos, com a cessão de equipamento compatível com o objeto, sob regime de comodato, para uso no Serviço Médico de Emergência do SENADO FEDERAL - SEMEDE/SF - durante o período de 12 (doze) meses consecutivos.";"27/04/2020";"28/04/2020";"27/04/2020";"26/04/2021";"Pregão Eletrônico";"0000352020";"200.009684/2019-77"
"CT-CT/20200050";"Senado Federal";"BIOPLASMA PRODUTOS PARA LABORATÓRIO E CORRELATOS LTDA - EPP.";"04.086.552/0001-15";"Contratação de empresa especializada para o fornecimento parcelado de testes imunológicos para quantificação rápida de marcadores cardíacos, com a cessão de equipamento compatível com o objeto, sob regime de comodato, para uso no Serviço Médico de Emergência do SENADO FEDERAL - SEMEDE/SF - durante o período de 12 (doze) meses consecutivos.";"27/04/2020";"28/04/2020";"27/04/2020";"26/04/2021";"Pregão Eletrônico";"0000352020";"200.009684/2019-77"
"TE-TCR/20200161";"Senado Federal";"BIP CORAÇÃO GRUPO INTEGRADO DE ATENDIMENTO CARDIOLÓGICO";"01.162.610/0001-54";"Prestação de serviços de atendimento médico-hospitalar nas especialidades constantes dos objetivos da credenciada e descritas em seu contrato social aos Senadores e seus dependentes, ex-Senadores e cônjuges, bem como aos beneficiários do Sistema Integrado de Saúde do Senado Federal (SIS).";"30/11/2020";"02/12/2020";"30/11/2020";"16/12/2024";"Não se Aplica";"";"200.011529/2020-54"
"TE-TCR/20200078";"Senado Federal";"BOA VISTA OFTALMOLOGIA LTDA";"34.290.572/0001-74";"Credenciamento da empresa Boa Vista Oftalmologia Ltda especializada na prestação de serviços técnicos de saúde, para o atendimento médico-hospitalar nas especialidades da credenciada e descritas em seu contrato social, aos servidores, parlamentares, ex-parlamentares e seus dependentes do SENADO FEDERAL, incluindo os beneficiários inscritos no Sistema Integrado de Saúde do Senado Federal - SIS.";"08/07/2020";"10/07/2020";"08/07/2020";"16/12/2024";"Não se Aplica";"";"200.006869/2020-63"
"CN-CN/20200121";"Senado Federal";"CAIXA ECONÔMICA FEDERAL - CEF.";"00.360.305/0001-04";"Estabelecer a mútua cooperação entre o SENADO FEDERAL e a Caixa Econômica Federal - CEF - visando o aprimoramento dos respectivos planos de saúde e o compartilhamento da rede de credenciados, durante o período de 12 (doze) meses consecutivos.";"10/09/2020";"11/09/2020";"13/09/2020";"12/09/2021";"Não se Aplica";"";"200.006970/2020-14"
"CN-CN/20200121";"Senado Federal";"CAIXA ECONÔMICA FEDERAL - CEF.";"00.360.305/0001-04";"Estabelecer a mútua cooperação entre o SENADO FEDERAL e a Caixa Econômica Federal - CEF - visando o aprimoramento dos respectivos planos de saúde e o compartilhamento da rede de credenciados, durante o período de 12 (doze) meses consecutivos.";"10/09/2020";"11/09/2020";"13/09/2020";"12/09/2021";"Não se Aplica";"";"200.006970/2020-14"
"CT-CT/20200139";"Senado Federal";"CAIXA ECONÔMICA FEDERAL - CEF.";"00.360.305/0001-04";"Prestação pela CONTRATADA ao SENADO, em caráter de exclusividade, somente compartilhada pelo BANCO DO BRASIL S.A., de serviços de pagamento de remuneração e similares aos senadores e servidores, ativos e aposentados, pensionistas e estagiários, mediante concessão onerosa e exclusiva desse direito, pelo período de 12 (doze) meses consecutivos.";"01/12/2020";"03/12/2020";"01/12/2020";"30/11/2021";"Dispensa";"";"200.009428/2019-80"
